TRANSFORMATION_SCHEME_ID,TRANSFORMATION_ID,EXPRESSION,Validation result,Type,EXPRESSION2,Validation result2,SintaxInfo
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_17,"/*Derivation of accounting classifications 'nGAAP: Non-trading non-derivative financial assets measured at fair value to equity. Subject to impairment (81)' and 'nGAAP: Non-trading non-derivative financial assets measured at fair value to equity. Not subject to impairment (82)'*/EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc D_ACCNTNG_CLSSFCTN_SBJCT_IMPRMNT(ACCNTNG_CLSSFCTN, IMPRMNT_STTS) as ""ACCNTNG_CLSSFCTN""];",FALSO,clause,"EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc ACCNTNG_CLSSFCTN := D_ACCNTNG_CLSSFCTN_SBJCT_IMPRMNT(ACCNTNG_CLSSFCTN, IMPRMNT_STTS)];",,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_18,"/*Adding the Fair value changes in the periode (FV_CHNG)*/EQTY_INSTRMNTS_FINREP := [EQTY_INSTRMNTS_FINREP as ""A"", EQTY_INSTRMNTS_FVH as ""B"" on A.OWND_SCRTY_ID = B.ID];",FALSO,join,"EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP[calc identifier OWND_SCRTY_ID := OWND_SCRTY_ID];
EQTY_INSTRMNTS_FVH := EQTY_INSTRMNTS_FVH[calc identifier ID := ID ];  
EQTY_INSTRMNTS_FVH := EQTY_INSTRMNTS_FVH[rename ID to OWND_SCRTY_ID];

EQTY_INSTRMNTS_FINREP := inner_join(EQTY_INSTRMNTS_FINREP as A, EQTY_INSTRMNTS_FVH as B using OWND_SCRTY_ID);",,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_2,"/*Equity instruments is comprised of Equity instruments not in the form of securities and Equity instruments in the form of securities*/EQTY_INSTRMNTS_FINREP := union(EQTY_SCRTS_FINREP, EQTY_NT_SCRTS_FINREP);",VERDADERO,,,,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_3,"/*Transcode the members 'Shares (220)', 'Other equity (230)' and 'Investment fund shares/units (240)' into 'Equity instruments (241)'*/EQTY_INSTRMNTS_FINREP := transcode(EQTY_INSTRMNTS_FINREP, TYP_INSTRMNT_HIER_11, TYP_INSTRMNT);",FALSO,transcode,,,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_4,"/*The Approach for credit quality for equity instruments is set to 'Debtor based (1)' by default*/EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc ""1"" as ""APPRCH_CRDT_QLTY_STTS""];",FALSO,clause,"EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc APPRCH_CRDT_QLTY_STTS := ""1""];",,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_5,"/*The Credit quality status for equity instruments is set to 'Not applicable (0)' by default due to the fact that the Approach for credit quality is debtor based the credit quality status of the instrument is irrelevant w.r.t. the performing status*/EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc ""0"" as ""CRDT_QLTY_STTS""];",FALSO,clause,"EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc CRDT_QLTY_STTS := ""0""];",,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_6,"/*The Type of market for Equity instruments is derived based on the variable Is listed (IS_LSTD)*/EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc (if(IS_LSTD) then ""31"" else ""0"") as ""TYP_MRKT""];",FALSO,clause,"EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc TYP_MRKT := if IS_LSTD then ""31"" else ""0""];",,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_7,"/*The Accumulated impairment (ACCMLTD_IMPRMNT) for Equity instruments per deptor (FinRep) is set to '0' by default*/EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc 0 as ""ACCMLTD_IMPRMNT""];",FALSO,clause,"EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc ACCMLTD_IMPRMNT := ""0""];",,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_8,"/*Derivation of the Accumulated negative changes in fair value due to credit risk w.r.t. FinRep*/EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc D_ACCMLTD_NGTV_CHNGS_FV_CR (ACCMLTD_CHNGS_FV_CR) as ""ACCMLTD_CHNG_NGTV_FV_CR""];",FALSO,clause,EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc ACCMLTD_CHNG_NGTV_FV_CR := D_ACCMLTD_NGTV_CHNGS_FV_CR (ACCMLTD_CHNGS_FV_CR)];,,
P_EQTY_INSTRMNTS_FINREP_1,P_EQTY_INSTRMNTS_FINREP_1_9,"/*Derivation of the Gross carrying amount w.r.t. FinRep*/EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc D_GRSS_CRRYNG_AMNT(ACCNTNG_CLSSFCTN, CRRYNG_AMNT, ACCMLTD_IMPRMNT, ACCMLTD_CHNGS_FV_CR, CRDT_QLTY_STTS, IMPRMNT_STTS, ACCMLTD_IMPRMNT_GAAP1, ACCMLTD_IMPRMNT_GAAP2) as ""GRSS_CRRYNG_AMNT""];",FALSO,clause,"EQTY_INSTRMNTS_FINREP := EQTY_INSTRMNTS_FINREP [calc GRSS_CRRYNG_AMNT := D_GRSS_CRRYNG_AMNT(ACCNTNG_CLSSFCTN, CRRYNG_AMNT, ACCMLTD_IMPRMNT, ACCMLTD_CHNGS_FV_CR, CRDT_QLTY_STTS, IMPRMNT_STTS, ACCMLTD_IMPRMNT_GAAP1, ACCMLTD_IMPRMNT_GAAP2)];",,
P_EQTY_INSTRMNTS_NT_SCRTS_E_1,P_EQTY_INSTRMNTS_NT_SCRTS_E_1_0,EQTY_INSTRMNTS_NT_SCRTS_E := EQTY_INSTRMNTS_NT_SCRTS;,VERDADERO,,,,
P_EQTY_INSTRMNTS_NT_SCRTS_E_1,P_EQTY_INSTRMNTS_NT_SCRTS_E_1_1,"/*The Accumulated impairment (ACCMLTD_IMPRMNT) for Equity instrument not in the form of securities - enriched (EQTY_INSTRMNTS_NT_SCRTS_E) is 'null' by default*/EQTY_INSTRMNTS_NT_SCRTS_E := EQTY_INSTRMNTS_NT_SCRTS_E [calc null as ""ACCMLTD_IMPRMNT""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_E := EQTY_INSTRMNTS_NT_SCRTS_E [calc ACCMLTD_IMPRMNT := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_E_1,P_EQTY_INSTRMNTS_NT_SCRTS_E_1_2,"/*The Impairment status (IMPRMNT_STTS) for Equity instrument not in the form of securities - enriched (EQTY_INSTRMNTS_NT_SCRTS_E) is 'Not applicable (0)' by default*/EQTY_INSTRMNTS_NT_SCRTS_E := EQTY_INSTRMNTS_NT_SCRTS_E [calc ""0"" as ""IMPRMNT_STTS""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_E := EQTY_INSTRMNTS_NT_SCRTS_E [calc IMPRMNT_STTS := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_E_1,P_EQTY_INSTRMNTS_NT_SCRTS_E_1_3,"/*The Type of instrument (TYP_INSTRMNT) for Equity instrument not in the form of securities - enriched (EQTY_INSTRMNTS_NT_SCRTS_E) is 'Other equity (230)' by default*/EQTY_INSTRMNTS_NT_SCRTS_E := EQTY_INSTRMNTS_NT_SCRTS_E [calc ""230"" as ""TYP_INSTRMNT""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_E := EQTY_INSTRMNTS_NT_SCRTS_E [calc TYP_INSTRMNT := ""230""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_0,"/*The variable Type of asset provided as security (TYP_ASST_SCRTSTN) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Not applicable (0)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_E [calc ""0"" as ""TYP_ASST_SCRTSTN""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_E [calc TYP_ASST_SCRTSTN := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_1,"/*The variable Purchased or originated credit impaired financial assets (PRCHSD_ORGNTD_CRDT_IMPRD) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'No (0)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""0"" as ""PRCHSD_ORGNTD_CRDT_IMPRD""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc PRCHSD_ORGNTD_CRDT_IMPRD := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_10,"/*The variable Securitisation/transfer identifier (SCRTSTN_TRNSFR_ID) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""SCRTSTN_TRNSFR_ID""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc SCRTSTN_TRNSFR_ID := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_11,"/*The variable Position at Nominal Value in EUR (NMNL_VL) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""NMNL_VL""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc NMNL_VL := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_12,"/*The variable Risk-weight (RSK_WGHT) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""RSK_WGHT""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc RSK_WGHT := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_13,"/*The variable Subordinated debt (SBRDNTD_DBT) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Non-subordinated debt (2)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""2"" as ""SBRDNTD_DBT""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc SBRDNTD_DBT := ""2""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_14,"/*The variable Collateral geographical location (CLLTRL_LCTN) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Not applicable (0)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""0"" as ""CLLTRL_LCTN""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc CLLTRL_LCTN := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_15,"/*The variable ISIN code (ISIN) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""ISIN""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ISIN := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_16,"/*The variable Specific risk weight (SPCFC_RSK_WGHT) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""SPCFC_RSK_WGHT""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc SPCFC_RSK_WGHT := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_17,"/*The variable Number of units or aggregated nominal value (UNT_MSR_NV) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""UNT_MSR_NV""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc UNT_MSR_NV := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_18,"/*The variable Is equity with 250% risk weight (IS_EQTY_250_RSK_WGHT) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'FALSE (F)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""F"" as ""IS_EQTY_250_RSK_WGHT""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc IS_EQTY_250_RSK_WGHT := ""F""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_19,"/*The variable Is qualifying holding with 1250% risk weight (IS_QLFY_HLD_1250_RSK_WGHT) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'FALSE (F)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""F"" as ""IS_QLFY_HLD_1250_RSK_WGHT""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc IS_QLFY_HLD_1250_RSK_WGHT := ""F""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_2,"/*The variable Cumulative recoveries since default (CMLTV_RCVRS_SNC_DFLT) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""CMLTV_RCVRS_SNC_DFLT""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc CMLTV_RCVRS_SNC_DFLT := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_20,"/*The variable Status of the security, whether the instrument is active and not active (SCRTY_STTS) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Not applicable (0)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""0"" as ""SCRTY_STTS""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc SCRTY_STTS := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_21,"/*The variable Relationship with securitisation or credit transfer (RLTNSHP_SCRTSTN_CRDT_TRNSFR) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Not applicable (no relationship) (0)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""0"" as ""RLTNSHP_SCRTSTN_CRDT_TRNSFR""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc RLTNSHP_SCRTSTN_CRDT_TRNSFR := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_22,"/*The variable Is covered bond (IS_CVRD_BND) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'FALSE (F)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""F"" as ""IS_CVRD_BND""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc IS_CVRD_BND := ""F""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_23,"/*The variable Security Guarantee level (SCRTY_GRNT_LVL) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Unguaranteed  (1)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""1"" as ""SCRTY_GRNT_LVL""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc SCRTY_GRNT_LVL :=""1""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_24,"/*The variable Approach for prudential purposes (APPRCH_PRDNTL_PRPSS) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Not applicable (0)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""0"" as ""APPRCH_PRDNTL_PRPSS""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc APPRCH_PRDNTL_PRPSS := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_25,"/*The variable Security level (SCRTY_LVL) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Unsecured (1)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""1"" as ""SCRTY_LVL""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc SCRTY_LVL := ""1""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_26,"/*The variable Date of the collateral obtained by taking possession (CLLTRL_OBTND_TKNG_PSSSSN_DT) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""CLLTRL_OBTND_TKNG_PSSSSN_DT""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc CLLTRL_OBTND_TKNG_PSSSSN_DT := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_27,"/*The variable Issue date (DT_ISS) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""DT_ISS""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc DT_ISS := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_28,"/*The variable Is non-performing prior to forbearance (IS_NN_PRFRMNG_PRR_FRBRNC) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'FALSE (F)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""F"" as ""IS_NN_PRFRMNG_PRR_FRBRNC""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc IS_NN_PRFRMNG_PRR_FRBRNC := ""F""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_29,"/*The variable Identifier value (SCRTY_ID) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""SCRTY_ID""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc SCRTY_ID := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_3,"/*The variable Forbearance and renegotiation status (FRBRNC_STTS) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Not applicable (0)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""0"" as ""FRBRNC_STTS""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc FRBRNC_STTS := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_30,"/*The variable Prudential portfolio (PRDNTL_PRTFL) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'Not applicable (0)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""0"" as ""PRDNTL_PRTFL""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc PRDNTL_PRTFL := ""0""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_31,"/*The variable Is particular high risk (IS_PRTCLR_HGH_RSK) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'FALSE (F)'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ""F"" as ""IS_PRTCLR_HGH_RSK""];",FALSO,clause,"EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc IS_PRTCLR_HGH_RSK := ""F""];",,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_32,"/*The variable Fair value changes (FV_CHNG) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""FV_CHNG""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc FV_CHNG := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_33,"/*The variable Position at market value in Euro (MRKT_VL) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""MRKT_VL""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc MRKT_VL := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_34,"/*The variable Original securitisation identifier (ORGNL_SCRTSTN_ID) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""ORGNL_SCRTSTN_ID""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc ORGNL_SCRTSTN_ID := null];,,
P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1,P_EQTY_INSTRMNTS_NT_SCRTS_FINREP_1_35,"/*The variable Security status date (DT_SCRTY_STTS) for Equity instruments that are not securities (EQTY_INSTRMNTS_NT_SCRTS_FINREP) is by default 'null'*/EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc null as ""DT_SCRTY_STTS""];",FALSO,clause,EQTY_INSTRMNTS_NT_SCRTS_FINREP := EQTY_INSTRMNTS_NT_SCRTS_FINREP [calc DT_SCRTY_STTS := null];,,
